timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
603053198,32767,32767,32767,32767,32767,32767
603058206,32767,32767,32767,32767,32767,32767
603063213,32767,32767,32767,32767,32767,32767
603068222,32767,32767,32767,32767,32767,-12
603073230,32767,32767,32767,32767,32767,32767
603078237,32767,32767,32767,-24,32767,32767
603083245,32767,32767,32767,32767,32767,32767
603088253,32767,32767,32767,32767,32767,32767
603093261,32767,32767,32767,32767,32767,32767
603098269,32767,32767,32767,32767,32767,32767
603103278,32767,32767,32767,32767,32767,32767
603108285,32767,32767,32767,32767,32767,-9
603113293,32767,32767,32767,32767,32767,32767
603118301,32767,32767,32767,32767,32767,32767
603123308,32767,32767,32767,32767,32767,32767
603128317,32767,32767,32767,32767,-7,32767
603133324,32767,32767,32767,32767,32767,32767
603138332,32767,32767,32767,32767,32767,32767
603143343,32767,32767,32767,32767,32767,-15
603148348,32767,32767,32767,32767,-7,32767
603153356,32767,32767,32767,32767,32767,32767
603158364,32767,32767,32767,32767,32767,32767
603163372,32767,32767,32767,-11,32767,32767
603168380,32767,32767,32767,32767,32767,-23
603173388,32767,32767,32767,32767,32767,32767
603178396,32767,32767,32767,32767,32767,32767
603183404,32767,32767,32767,32767,32767,32767
603188412,32767,32767,32767,32767,32767,32767
603193420,32767,32767,32767,32767,32767,32767
603198427,32767,32767,32767,32767,32767,-9
603203435,32767,32767,32767,32767,32767,32767
603208443,32767,32767,32767,-29,32767,32767
603213451,32767,32767,32767,32767,32767,32767
603218462,32767,32767,32767,32767,32767,32767
603223467,32767,32767,32767,32767,32767,32767
603228475,32767,32767,32767,32767,32767,32767
603233492,32767,32767,32767,32767,32767,32767
603238491,32767,32767,32767,32767,32767,32767
603243504,32767,32767,32767,32767,32767,-20
603248506,32767,32767,32767,32767,32767,32767
603253514,32767,32767,32767,32767,32767,32767
603258523,32767,32767,32767,32767,32767,32767
603263530,32767,32767,32767,32767,32767,32767
603268538,32767,32767,32767,32767,-9,-3
603273547,32767,32767,32767,32767,32767,32767
603278554,32767,32767,32767,32767,32767,32767
603283563,32767,32767,32767,32767,32767,32767
603288584,32767,32767,32767,32767,-8,32767
603293578,32767,32767,32767,-14,32767,32767
603298586,32767,32767,32767,32767,32767,32767
603303593,32767,32767,32767,32767,32767,32767
603308601,32767,32767,32767,32767,32767,32767
603313609,32767,32767,32767,32767,32767,-29
603318617,32767,32767,32767,32767,32767,32767
603323625,32767,32767,32767,32767,32767,32767
603328633,32767,32767,32767,32767,32767,32767
603333641,32767,32767,32767,32767,32767,32767
603338649,32767,32767,32767,-32,32767,32767
603343657,32767,32767,32767,32767,32767,-28
603348664,32767,32767,32767,32767,32767,32767
603353672,32767,32767,32767,32767,32767,32767
603358687,32767,32767,32767,32767,32767,32767
603363694,32767,32767,32767,32767,32767,32767
603368696,32767,32767,32767,32767,32767,32767
603373705,32767,32767,32767,32767,32767,32767
603378712,32767,32767,32767,32767,32767,-25
603383720,32767,32767,32767,32767,32767,32767
603388728,32767,32767,32767,32767,32767,32767
603393736,32767,32767,32767,32767,32767,32767
603398744,32767,32767,32767,32767,32767,32767
603403756,32767,32767,32767,32767,32767,32767
603408762,32767,32767,32767,32767,-8,32767
603413767,32767,32767,32767,32767,32767,-40
603418775,32767,32767,32767,32767,32767,32767
603423783,32767,32767,32767,-17,32767,32767
603428797,32767,32767,32767,32767,-11,32767
603433799,32767,32767,32767,32767,32767,32767
603438808,32767,32767,32767,32767,32767,32767
603443815,32767,32767,32767,32767,32767,32767
603448823,32767,32767,32767,32767,32767,-21
603453831,32767,32767,32767,32767,32767,32767
603458839,32767,32767,32767,32767,32767,32767
603463847,32767,32767,32767,32767,32767,32767
603468854,32767,32767,32767,-35,32767,-25
603473862,32767,32767,32767,32767,32767,32767
603478870,32767,32767,32767,32767,32767,32767
603483878,32767,32767,32767,32767,32767,32767
603488886,32767,32767,32767,32767,32767,32767
603493894,32767,32767,32767,32767,32767,32767
603498902,32767,32767,32767,32767,32767,32767
603503910,32767,32767,32767,32767,32767,32767
603508918,32767,32767,32767,32767,32767,32767
603513927,32767,32767,32767,32767,32767,32767
603518934,32767,32767,32767,32767,32767,32767
603523941,32767,32767,32767,32767,32767,-33
603528949,32767,32767,32767,32767,32767,32767
603533957,32767,32767,32767,32767,32767,32767
603538971,32767,32767,32767,32767,32767,32767
603543973,32767,32767,32767,32767,32767,-21
603548984,32767,32767,32767,32767,-12,32767
